year,title,code,type,employment_base,employment_proj,share_base,share_proj,change_numeric,change_percent,self_employed,openings,median_wage
2024,Recreation and fitness workers,39-9030,Summary,697.8,755.3,0.4,0.4,57.5,8.2,7.8,142.2,37420.0
2024,Exercise trainers and group fitness instructors,39-9031,Line item,370.1,414.2,0.2,0.2,44.1,11.9,14.3,74.2,46180.0
2024,Recreation workers,39-9032,Line item,327.7,341.1,0.2,0.2,13.4,4.1,0.4,68.1,35380.0
2024,Residential advisors,39-9041,Line item,91.2,94.7,0.1,0.1,3.5,3.8,2.2,17.4,39180.0
2024,"Personal care and service workers, all other",39-9099,Line item,94.4,100.4,0.1,0.1,6.0,6.4,26.1,16.1,37900.0
2024,Sales and related occupations,41-0000,Summary,14532.6,14234.8,8.6,8.1,-297.8,-2.0,7.7,1786.8,37460.0
2024,Supervisors of sales workers,41-1000,Summary,1752.6,1680.3,1.0,1.0,-72.3,-4.1,23.8,149.9,49510.0
2024,First-line supervisors of retail sales workers,41-1011,Line item,1432.6,1360.3,0.8,0.8,-72.3,-5.0,22.5,125.1,47320.0
2024,First-line supervisors of non-retail sales workers,41-1012,Line item,320.0,320.0,0.2,0.2,0.0,0.0,30.0,24.8,84130.0
2024,Retail sales workers,41-2000,Summary,7796.8,7483.8,4.6,4.3,-313.0,-4.0,2.2,1178.6,33690.0
2024,Cashiers,41-2010,Summary,3179.8,2864.7,1.9,1.6,-315.1,-9.9,0.2,546.7,31200.0
2024,Cashiers,41-2011,Line item,3157.2,2843.6,1.9,1.6,-313.6,-9.9,0.2,542.6,31190.0
2024,Gambling change persons and booth cashiers,41-2012,Line item,22.6,21.1,0.0,0.0,-1.5,-6.4,,4.0,34810.0
2024,Counter and rental clerks and parts salespersons,41-2020,Summary,680.3,701.9,0.4,0.4,21.6,3.2,1.2,76.1,38100.0
2024,Counter and rental clerks,41-2021,Line item,408.2,421.3,0.2,0.2,13.1,3.2,0.9,45.9,38540.0
2024,Parts salespersons,41-2022,Line item,272.1,280.6,0.2,0.2,8.5,3.1,1.6,30.2,37440.0
2024,Retail salespersons,41-2031,Line item,3936.7,3917.1,2.3,2.2,-19.6,-0.5,4.0,555.8,34580.0
2024,"Sales representatives, services",41-3000,Summary,2479.4,2550.3,1.5,1.5,70.9,2.9,5.8,224.6,64200.0
2024,Advertising sales agents,41-3011,Line item,103.7,97.1,0.1,0.1,-6.6,-6.4,5.3,9.3,61460.0
2024,Insurance sales agents,41-3021,Line item,568.8,589.8,0.3,0.3,21.1,3.7,12.5,47.0,60370.0
2024,"Securities, commodities, and financial services sales agents",41-3031,Line item,514.5,531.6,0.3,0.3,17.1,3.3,6.6,38.1,78140.0
2024,Travel agents,41-3041,Line item,65.7,67.2,0.0,0.0,1.4,2.2,11.2,7.1,48450.0
2024,"Sales representatives of services, except advertising, insurance, financial services, and travel",41-3091,Line item,1226.7,1264.7,0.7,0.7,37.9,3.1,2.1,123.0,66260.0
2024,"Sales representatives, wholesale and manufacturing",41-4000,Summary,1613.6,1623.8,0.9,0.9,10.1,0.6,2.1,142.1,74100.0
2024,"Sales representatives, wholesale and manufacturing, technical and scientific products",41-4011,Line item,303.2,308.9,0.2,0.2,5.7,1.9,2.1,27.2,100070.0
2024,"Sales representatives, wholesale and manufacturing, except technical and scientific products",41-4012,Line item,1310.5,1314.9,0.8,0.8,4.4,0.3,2.1,114.8,66780.0
2024,Other sales and related workers,41-9000,Summary,890.1,896.6,0.5,0.5,6.5,0.7,38.4,91.6,49720.0
2024,"Models, demonstrators, and product promoters",41-9010,Summary,85.9,85.7,0.1,0.0,-0.1,-0.2,18.1,15.2,38760.0
2024,Demonstrators and product promoters,41-9011,Line item,79.2,79.1,0.0,0.0,-0.1,-0.1,18.2,14.0,37960.0
2024,Models,41-9012,Line item,6.7,6.7,0.0,0.0,0.0,-0.5,16.3,1.2,89990.0
2024,Real estate brokers and sales agents,41-9020,Summary,532.2,548.7,0.3,0.3,16.5,3.1,53.9,46.3,58960.0
2024,Real estate brokers,41-9021,Line item,111.3,115.0,0.1,0.1,3.7,3.3,54.5,9.7,72280.0
2024,Real estate sales agents,41-9022,Line item,420.9,433.7,0.2,0.2,12.8,3.1,53.7,36.6,56320.0
2024,Sales engineers,41-9031,Line item,56.8,59.9,0.0,0.0,3.1,5.5,,5.0,121520.0
2024,Telemarketers,41-9041,Line item,67.4,52.5,0.0,0.0,-14.9,-22.1,0.6,6.5,34410.0
2024,Miscellaneous sales and related workers,41-9090,Summary,147.8,149.8,0.1,0.1,2.0,1.3,26.3,18.7,46000.0
2024,"Door-to-door sales workers, news and street vendors, and related workers",41-9091,Line item,25.3,22.8,0.0,0.0,-2.5,-10.0,81.8,2.7,34530.0
2024,"Sales and related workers, all other",41-9099,Line item,122.6,127.1,0.1,0.1,4.5,3.7,14.8,16.0,46370.0
2024,Office and administrative support occupations,43-0000,Summary,19325.2,18563.3,11.4,10.6,-761.9,-3.9,2.2,1996.8,46320.0
2024,Supervisors of office and administrative support workers,43-1000,Summary,1558.4,1554.4,0.9,0.9,-3.9,-0.3,0.7,144.5,66140.0
2024,First-line supervisors of office and administrative support workers,43-1011,Line item,1558.4,1554.4,0.9,0.9,-3.9,-0.3,0.7,144.5,66140.0
2024,Communications equipment operators,43-2000,Summary,42.1,31.4,0.0,0.0,-10.7,-25.4,,3.2,38600.0
2024,"Switchboard operators, including answering service",43-2011,Line item,36.6,27.0,0.0,0.0,-9.6,-26.3,,2.8,38370.0
2024,Telephone operators,43-2021,Line item,4.0,2.9,0.0,0.0,-1.1,-27.5,,0.3,39130.0
2024,"Communications equipment operators, all other",43-2099,Line item,1.4,1.5,0.0,0.0,0.0,2.5,,0.1,49910.0
2024,Financial clerks,43-3000,Summary,2833.6,2642.5,1.7,1.5,-191.1,-6.7,3.2,278.6,47370.0
2024,Bill and account collectors,43-3011,Line item,166.9,149.4,0.1,0.1,-17.5,-10.5,0.2,13.7,46040.0
2024,Billing and posting clerks,43-3021,Line item,429.8,427.9,0.3,0.2,-1.9,-0.4,0.8,42.2,47170.0
2024,"Bookkeeping, accounting, and auditing clerks",43-3031,Line item,1613.4,1519.1,0.9,0.9,-94.3,-5.8,5.2,170.0,49210.0
2024,Gambling cage workers,43-3041,Line item,14.1,13.4,0.0,0.0,-0.7,-5.0,1.6,1.3,36990.0
2024,Payroll and timekeeping clerks,43-3051,Line item,161.1,134.2,0.1,0.1,-27.0,-16.7,0.9,13.0,55290.0
2024,Procurement clerks,43-3061,Line item,61.9,56.6,0.0,0.0,-5.4,-8.7,,4.6,48510.0
2024,Tellers,43-3071,Line item,347.4,302.5,0.2,0.2,-44.9,-12.9,,29.8,39340.0
2024,"Financial clerks, all other",43-3099,Line item,38.9,39.4,0.0,0.0,0.5,1.4,2.7,4.0,52150.0
2024,Information and record clerks,43-4000,Summary,5511.6,5304.2,3.2,3.0,-207.4,-3.8,0.8,653.0,41600.0
2024,Brokerage clerks,43-4011,Line item,40.8,36.9,0.0,0.0,-3.9,-9.5,,4.1,62940.0
2024,Correspondence clerks,43-4021,Line item,6.9,6.5,0.0,0.0,-0.4,-5.6,5.1,0.7,46740.0
2024,"Court, municipal, and license clerks",43-4031,Line item,180.4,185.9,0.1,0.1,5.5,3.0,1.0,18.5,47700.0
2024,"Credit authorizers, checkers, and clerks",43-4041,Line item,12.0,11.3,0.0,0.0,-0.7,-6.2,,1.0,49130.0
2024,Customer service representatives,43-4051,Line item,2814.0,2660.3,1.7,1.5,-153.7,-5.5,0.8,341.7,42830.0
2024,"Eligibility interviewers, government programs",43-4061,Line item,166.8,168.5,0.1,0.1,1.7,1.0,0.3,14.0,51500.0
2024,File clerks,43-4071,Line item,84.3,70.9,0.0,0.0,-13.4,-15.9,2.9,7.3,41270.0
2024,"Hotel, motel, and resort desk clerks",43-4081,Line item,264.2,274.0,0.2,0.2,9.9,3.7,,43.6,34270.0
2024,"Interviewers, except eligibility and loan",43-4111,Line item,164.3,145.1,0.1,0.1,-19.1,-11.6,0.6,15.8,43830.0
2024,"Library assistants, clerical",43-4121,Line item,84.5,78.9,0.0,0.0,-5.6,-6.7,,12.8,36010.0
2024,Loan interviewers and clerks,43-4131,Line item,177.6,173.5,0.1,0.1,-4.1,-2.3,0.9,13.3,48950.0
2024,New accounts clerks,43-4141,Line item,38.9,33.8,0.0,0.0,-5.2,-13.2,,2.3,46610.0
2024,Order clerks,43-4151,Line item,89.5,74.1,0.1,0.0,-15.4,-17.2,5.5,8.0,44660.0
2024,"Human resources assistants, except payroll and timekeeping",43-4161,Line item,95.2,88.4,0.1,0.1,-6.8,-7.1,0.3,9.0,49440.0
2024,Receptionists and information clerks,43-4171,Line item,1007.2,1007.6,0.6,0.6,0.3,0.0,0.6,128.5,37230.0
2024,Reservation and transportation ticket agents and travel clerks,43-4181,Line item,131.9,135.6,0.1,0.1,3.7,2.8,3.0,14.4,41460.0
2024,"Information and record clerks, all other",43-4199,Line item,153.3,153.0,0.1,0.1,-0.3,-0.2,,17.8,48360.0
2024,"Material recording, scheduling, dispatching, and distributing workers",43-5000,Summary,2492.6,2422.1,1.5,1.4,-70.6,-2.8,7.5,210.5,48090.0
2024,Cargo and freight agents,43-5011,Line item,100.6,109.2,0.1,0.1,8.6,8.5,1.2,8.8,49900.0
2024,Couriers and messengers,43-5021,Line item,247.2,267.6,0.1,0.2,20.4,8.2,70.2,27.9,38340.0
2024,Dispatchers,43-5030,Summary,323.9,325.5,0.2,0.2,1.6,0.5,1.8,29.2,49500.0
2024,Public safety telecommunicators,43-5031,Line item,105.2,108.9,0.1,0.1,3.6,3.5,,10.7,50730.0
2024,"Dispatchers, except police, fire, and ambulance",43-5032,Line item,218.7,216.7,0.1,0.1,-2.1,-0.9,2.7,18.5,48880.0
2024,"Meter readers, utilities",43-5041,Line item,20.1,17.7,0.0,0.0,-2.4,-12.0,,1.3,49180.0
2024,Postal service workers,43-5050,Summary,500.0,477.1,0.3,0.3,-22.9,-4.6,,34.5,57870.0
2024,Postal service clerks,43-5051,Line item,74.2,71.6,0.0,0.0,-2.6,-3.5,,6.1,61630.0
2024,Postal service mail carriers,43-5052,Line item,319.4,308.1,0.2,0.2,-11.3,-3.5,,20.6,57490.0
2024,"Postal service mail sorters, processors, and processing machine operators",43-5053,Line item,106.4,97.5,0.1,0.1,-8.9,-8.4,,7.8,56530.0
2024,"Production, planning, and expediting clerks",43-5061,Line item,388.8,381.7,0.2,0.2,-7.1,-1.8,,34.1,57770.0
2024,"Shipping, receiving, and inventory clerks",43-5071,Line item,862.2,795.8,0.5,0.5,-66.3,-7.7,0.6,69.3,43190.0
2024,"Weighers, measurers, checkers, and samplers, recordkeeping",43-5111,Line item,49.8,47.4,0.0,0.0,-2.4,-4.8,0.4,5.3,45650.0
2024,Secretaries and administrative assistants,43-6000,Summary,3453.1,3440.8,2.0,2.0,-12.4,-0.4,1.1,358.3,47460.0
2024,Executive secretaries and executive administrative assistants,43-6011,Line item,502.8,494.9,0.3,0.3,-7.9,-1.6,0.2,50.0,74260.0
2024,Legal secretaries and administrative assistants,43-6012,Line item,156.3,147.3,0.1,0.1,-9.0,-5.8,0.5,19.6,54140.0
2024,Medical secretaries and administrative assistants,43-6013,Line item,850.0,885.3,0.5,0.5,35.3,4.2,0.0,85.9,44640.0
2024,"Secretaries and administrative assistants, except legal, medical, and executive",43-6014,Line item,1944.0,1913.2,1.1,1.1,-30.8,-1.6,1.9,202.8,46290.0
2024,Other office and administrative support workers,43-9000,Summary,3433.7,3167.9,2.0,1.8,-265.8,-7.7,1.4,348.7,44030.0
2024,Data entry and information processing workers,43-9020,Summary,181.7,130.5,0.1,0.1,-51.2,-28.2,3.3,11.8,41480.0
2024,Data entry keyers,43-9021,Line item,141.6,104.9,0.1,0.1,-36.7,-25.9,2.2,9.5,39850.0
2024,Word processors and typists,43-9022,Line item,40.0,25.6,0.0,0.0,-14.4,-36.1,7.5,2.2,47850.0
2024,Desktop publishers,43-9031,Line item,5.0,4.4,0.0,0.0,-0.6,-12.4,16.8,0.4,53620.0
2024,Insurance claims and policy processing clerks,43-9041,Line item,256.7,247.2,0.2,0.1,-9.5,-3.7,0.5,20.3,48450.0
2024,"Mail clerks and mail machine operators, except postal service",43-9051,Line item,67.4,62.9,0.0,0.0,-4.4,-6.6,2.1,6.9,38150.0
2024,"Office clerks, general",43-9061,Line item,2646.0,2468.2,1.6,1.4,-177.8,-6.7,0.5,282.4,43630.0
2024,"Office machine operators, except computer",43-9071,Line item,25.5,21.6,0.0,0.0,-3.9,-15.2,,2.8,39020.0
2024,Proofreaders and copy markers,43-9081,Line item,12.0,11.9,0.0,0.0,-0.1,-0.6,31.2,1.9,49210.0
2024,Statistical assistants,43-9111,Line item,6.5,6.3,0.0,0.0,-0.2,-2.5,,0.8,51440.0
2024,"Office and administrative support workers, all other",43-9199,Line item,232.9,214.8,0.1,0.1,-18.1,-7.8,9.8,21.3,46040.0
2024,"Farming, fishing, and forestry occupations",45-0000,Summary,1008.5,983.3,0.6,0.6,-25.2,-2.5,8.4,142.8,36750.0
2024,"Supervisors of farming, fishing, and forestry workers",45-1000,Summary,65.4,67.0,0.0,0.0,1.6,2.5,11.4,8.5,59330.0
2024,"First-line supervisors of farming, fishing, and forestry workers",45-1011,Line item,65.4,67.0,0.0,0.0,1.6,2.5,11.4,8.5,59330.0
2024,Agricultural workers,45-2000,Summary,866.2,841.8,0.5,0.5,-24.3,-2.8,5.8,123.5,36020.0
2024,Agricultural inspectors,45-2011,Line item,14.7,14.9,0.0,0.0,0.2,1.5,,2.2,50990.0
2024,Animal breeders,45-2021,Line item,7.9,8.1,0.0,0.0,0.2,2.4,3.4,1.2,52000.0
2024,"Graders and sorters, agricultural products",45-2041,Line item,38.9,36.8,0.0,0.0,-2.1,-5.4,,5.1,35430.0
2024,Miscellaneous agricultural workers,45-2090,Summary,804.7,782.1,0.5,0.4,-22.6,-2.8,6.3,115.0,35960.0
2024,Agricultural equipment operators,45-2091,Line item,65.2,70.3,0.0,0.0,5.0,7.7,7.1,10.5,42580.0
2024,"Farmworkers and laborers, crop, nursery, and greenhouse",45-2092,Line item,504.8,488.1,0.3,0.3,-16.8,-3.3,7.9,71.7,35690.0
2024,"Farmworkers, farm, ranch, and aquacultural animals",45-2093,Line item,224.6,213.4,0.1,0.1,-11.1,-5.0,2.3,31.2,36150.0
2024,"Agricultural workers, all other",45-2099,Line item,10.1,10.3,0.0,0.0,0.2,2.3,5.8,1.5,40390.0
2024,Fishing and hunting workers,45-3000,Summary,21.9,20.9,0.0,0.0,-1.0,-4.6,57.1,2.8,
2024,Fishing and hunting workers,45-3031,Line item,21.9,20.9,0.0,0.0,-1.0,-4.6,57.1,2.8,
2024,"Forest, conservation, and logging workers",45-4000,Summary,55.0,53.5,0.0,0.0,-1.5,-2.8,26.3,8.0,48390.0
2024,Forest and conservation workers,45-4011,Line item,10.8,10.3,0.0,0.0,-0.5,-4.7,15.1,2.0,43680.0
2024,Logging workers,45-4020,Summary,44.3,43.3,0.0,0.0,-1.0,-2.3,29.0,6.0,49540.0
2024,Fallers,45-4021,Line item,5.6,5.2,0.0,0.0,-0.4,-7.3,29.6,0.7,53900.0
2024,Logging equipment operators,45-4022,Line item,30.9,30.5,0.0,0.0,-0.4,-1.4,29.1,4.2,49210.0
2024,Log graders and scalers,45-4023,Line item,4.6,4.6,0.0,0.0,0.0,-0.7,28.3,0.6,46710.0
2024,"Logging workers, all other",45-4029,Line item,3.1,3.0,0.0,0.0,-0.1,-4.7,27.6,0.4,52000.0
2024,Construction and extraction occupations,47-0000,Summary,7574.7,7968.8,4.5,4.5,394.1,5.2,15.1,649.3,58360.0
2024,Supervisors of construction and extraction workers,47-1000,Summary,921.6,970.6,0.5,0.6,49.0,5.3,11.5,74.4,78690.0
2024,First-line supervisors of construction trades and extraction workers,47-1011,Line item,921.6,970.6,0.5,0.6,49.0,5.3,11.5,74.4,78690.0
2024,Construction trades workers,47-2000,Summary,5752.6,6084.4,3.4,3.5,331.9,5.8,17.6,491.2,56490.0
2024,Boilermakers,47-2011,Line item,10.4,10.1,0.0,0.0,-0.2,-2.4,,0.8,73340.0
2024,"Brickmasons, blockmasons, and stonemasons",47-2020,Summary,86.2,88.2,0.1,0.1,2.0,2.3,27.1,6.4,60180.0
2024,Brickmasons and blockmasons,47-2021,Line item,74.1,76.4,0.0,0.0,2.4,3.2,27.1,5.6,60800.0
2024,Stonemasons,47-2022,Line item,12.1,11.8,0.0,0.0,-0.4,-3.0,27.3,0.8,51990.0
2024,Carpenters,47-2031,Line item,959.0,1002.1,0.6,0.6,43.1,4.5,26.8,74.1,59310.0
2024,"Carpet, floor, and tile installers and finishers",47-2040,Summary,112.3,119.0,0.1,0.1,6.7,6.0,25.7,8.4,52000.0
2024,Carpet installers,47-2041,Line item,20.3,18.3,0.0,0.0,-1.9,-9.6,25.6,1.1,49850.0
2024,"Floor layers, except carpet, wood, and hard tiles",47-2042,Line item,33.7,36.9,0.0,0.0,3.2,9.5,25.7,2.7,54340.0
2024,Floor sanders and finishers,47-2043,Line item,5.6,5.8,0.0,0.0,0.1,2.6,25.7,0.4,49150.0
2024,Tile and stone setters,47-2044,Line item,52.6,58.0,0.0,0.0,5.3,10.1,25.7,4.2,52240.0
2024,"Cement masons, concrete finishers, and terrazzo workers",47-2050,Summary,208.2,211.8,0.1,0.1,3.6,1.7,1.0,14.3,54700.0
2024,Cement masons and concrete finishers,47-2051,Line item,206.7,210.4,0.1,0.1,3.8,1.8,1.0,14.3,54660.0
2024,Terrazzo workers and finishers,47-2053,Line item,1.5,1.3,0.0,0.0,-0.2,-11.1,,0.1,57260.0
2024,Construction laborers,47-2061,Line item,1457.0,1563.4,0.9,0.9,106.5,7.3,26.9,129.4,46730.0
2024,Construction equipment operators,47-2070,Summary,539.5,559.0,0.3,0.3,19.5,3.6,2.5,46.2,58320.0
2024,"Paving, surfacing, and tamping equipment operators",47-2071,Line item,47.0,48.6,0.0,0.0,1.5,3.2,2.7,4.0,51650.0
2024,Pile driver operators,47-2072,Line item,3.2,3.3,0.0,0.0,0.1,4.3,3.0,0.3,70510.0
2024,Operating engineers and other construction equipment operators,47-2073,Line item,489.3,507.1,0.3,0.3,17.8,3.6,2.5,41.9,58710.0
2024,"Drywall installers, ceiling tile installers, and tapers",47-2080,Summary,118.6,123.0,0.1,0.1,4.4,3.7,19.5,8.8,58800.0
2024,Drywall and ceiling tile installers,47-2081,Line item,103.1,107.4,0.1,0.1,4.3,4.2,19.5,7.7,58140.0
2024,Tapers,47-2082,Line item,15.6,15.6,0.0,0.0,0.0,0.1,19.5,1.1,64700.0
2024,Electricians,47-2111,Line item,818.7,896.1,0.5,0.5,77.4,9.5,7.8,81.0,62350.0
2024,Glaziers,47-2121,Line item,60.5,62.5,0.0,0.0,2.0,3.3,7.1,5.1,55440.0
2024,Insulation workers,47-2130,Summary,67.4,70.2,0.0,0.0,2.8,4.2,3.4,5.7,50730.0
2024,"Insulation workers, floor, ceiling, and wall",47-2131,Line item,40.2,41.7,0.0,0.0,1.5,3.8,3.5,3.4,48680.0
2024,"Insulation workers, mechanical",47-2132,Line item,27.2,28.5,0.0,0.0,1.3,4.7,3.3,2.3,57250.0
2024,Painters and paperhangers,47-2140,Summary,344.6,357.7,0.2,0.2,13.1,3.8,33.8,28.3,48660.0
2024,"Painters, construction and maintenance",47-2141,Line item,342.2,355.2,0.2,0.2,13.0,3.8,33.8,28.1,48660.0
2024,Paperhangers,47-2142,Line item,2.3,2.5,0.0,0.0,0.1,5.3,34.8,0.2,48260.0
2024,"Pipelayers, plumbers, pipefitters, and steamfitters",47-2150,Summary,538.9,560.1,0.3,0.3,21.3,3.9,7.3,46.4,62210.0
2024,Pipelayers,47-2151,Line item,34.4,32.9,0.0,0.0,-1.4,-4.1,,2.4,48710.0
2024,"Plumbers, pipefitters, and steamfitters",47-2152,Line item,504.5,527.2,0.3,0.3,22.7,4.5,7.8,44.0,62970.0
2024,Plasterers and stucco masons,47-2161,Line item,24.2,25.2,0.0,0.0,1.0,4.1,13.4,1.9,56020.0
2024,Reinforcing iron and rebar workers,47-2171,Line item,19.4,20.3,0.0,0.0,0.9,4.6,27.7,1.5,59280.0
2024,Roofers,47-2181,Line item,166.7,176.5,0.1,0.1,9.8,5.9,18.3,12.7,50970.0
2024,Sheet metal workers,47-2211,Line item,127.0,130.1,0.1,0.1,3.1,2.4,6.5,10.6,60850.0
2024,Structural iron and steel workers,47-2221,Line item,65.7,68.6,0.0,0.0,2.9,4.4,1.9,5.5,62700.0
2024,Solar photovoltaic installers,47-2231,Line item,28.6,40.6,0.0,0.0,12.0,42.1,,4.1,51860.0
2024,"Helpers, construction trades",47-3000,Summary,192.1,195.5,0.1,0.1,3.4,1.8,1.8,20.0,40430.0
2024,"Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",47-3011,Line item,16.1,14.4,0.0,0.0,-1.7,-10.5,1.8,1.4,46480.0
2024,Helpers--carpenters,47-3012,Line item,25.2,26.4,0.0,0.0,1.1,4.5,1.8,2.7,41600.0
2024,Helpers--electricians,47-3013,Line item,66.6,66.7,0.0,0.0,0.1,0.2,1.8,6.8,39890.0
2024,"Helpers--painters, paperhangers, plasterers, and stucco masons",47-3014,Line item,7.4,7.6,0.0,0.0,0.2,2.3,1.8,0.8,38140.0
2024,"Helpers--pipelayers, plumbers, pipefitters, and steamfitters",47-3015,Line item,45.3,47.5,0.0,0.0,2.2,4.9,1.8,4.9,39270.0
2024,Helpers--roofers,47-3016,Line item,5.2,5.5,0.0,0.0,0.3,5.7,1.9,0.6,40590.0
2024,"Helpers, construction trades, all other",47-3019,Line item,26.3,27.4,0.0,0.0,1.2,4.4,1.7,2.8,40760.0
2024,Other construction and related workers,47-4000,Summary,489.0,499.4,0.3,0.3,10.4,2.1,2.5,43.5,56520.0
2024,Construction and building inspectors,47-4011,Line item,147.6,146.5,0.1,0.1,-1.2,-0.8,4.8,14.8,72120.0
2024,Elevator and escalator installers and repairers,47-4021,Line item,24.2,25.4,0.0,0.0,1.2,5.0,,2.0,106580.0
2024,Fence erectors,47-4031,Line item,26.4,27.6,0.0,0.0,1.2,4.6,11.4,2.3,46940.0
2024,Hazardous materials removal workers,47-4041,Line item,51.3,51.8,0.0,0.0,0.5,1.0,0.1,5.0,48490.0
2024,Highway maintenance workers,47-4051,Line item,159.1,163.9,0.1,0.1,4.8,3.0,,12.3,49070.0
2024,Rail-track laying and maintenance equipment operators,47-4061,Line item,15.0,15.3,0.0,0.0,0.2,1.6,,1.1,67370.0
2024,Septic tank servicers and sewer pipe cleaners,47-4071,Line item,30.4,32.7,0.0,0.0,2.3,7.6,2.8,2.9,49140.0
2024,Miscellaneous construction and related workers,47-4090,Line item,35.0,36.2,0.0,0.0,1.2,3.5,3.2,3.1,48120.0
2024,Extraction workers,47-5000,Summary,219.4,218.9,0.1,0.1,-0.6,-0.3,2.1,20.2,56020.0
2024,"Derrick, rotary drill, and service unit operators, oil and gas",47-5010,Summary,69.9,70.1,0.0,0.0,0.2,0.3,1.4,6.3,59660.0
2024,"Derrick operators, oil and gas",47-5011,Line item,11.3,11.3,0.0,0.0,0.1,0.5,1.4,1.0,62740.0
2024,"Rotary drill operators, oil and gas",47-5012,Line item,13.3,13.4,0.0,0.0,0.0,0.2,1.4,1.2,65010.0
2024,"Service unit operators, oil and gas",47-5013,Line item,45.2,45.4,0.0,0.0,0.2,0.4,1.4,4.1,57980.0
2024,Surface mining machine operators and earth drillers,47-5020,Summary,54.0,54.4,0.0,0.0,0.4,0.7,3.3,4.7,56020.0
2024,"Excavating and loading machine and dragline operators, surface mining",47-5022,Line item,35.8,35.6,0.0,0.0,-0.1,-0.4,3.2,3.1,52550.0
2024,"Earth drillers, except oil and gas",47-5023,Line item,18.3,18.8,0.0,0.0,0.5,2.9,3.3,1.7,59600.0
2024,"Explosives workers, ordnance handling experts, and blasters",47-5032,Line item,5.8,5.8,0.0,0.0,-0.1,-0.9,,0.5,59110.0
2024,Underground mining machine operators,47-5040,Summary,27.2,24.9,0.0,0.0,-2.3,-8.6,2.8,2.6,66770.0
2024,Continuous mining machine operators,47-5041,Line item,14.9,15.0,0.0,0.0,0.1,0.6,2.8,1.6,63380.0
2024,"Roof bolters, mining",47-5043,Line item,2.3,1.5,0.0,0.0,-0.8,-34.2,2.8,0.1,76640.0
2024,"Loading and moving machine operators, underground mining",47-5044,Line item,6.4,5.0,0.0,0.0,-1.4,-22.3,2.8,0.5,68860.0
2024,"Underground mining machine operators, all other",47-5049,Line item,3.6,3.4,0.0,0.0,-0.2,-6.1,2.8,0.4,67220.0
2024,"Rock splitters, quarry",47-5051,Line item,3.2,3.4,0.0,0.0,0.1,4.4,3.3,0.4,47460.0
2024,"Roustabouts, oil and gas",47-5071,Line item,46.0,47.1,0.0,0.0,1.1,2.5,1.4,4.3,47510.0
2024,Helpers--extraction workers,47-5081,Line item,7.0,6.9,0.0,0.0,-0.1,-1.7,3.3,0.7,48400.0
2024,"Extraction workers, all other",47-5099,Line item,6.3,6.4,0.0,0.0,0.1,1.4,3.3,0.7,50110.0
2024,"Installation, maintenance, and repair occupations",49-0000,Summary,6492.9,6794.3,3.8,3.9,301.4,4.6,4.6,608.1,58230.0
2024,"Supervisors of installation, maintenance, and repair workers",49-1000,Summary,617.5,636.5,0.4,0.4,19.1,3.1,0.3,52.4,78300.0
2024,"First-line supervisors of mechanics, installers, and repairers",49-1011,Line item,617.5,636.5,0.4,0.4,19.1,3.1,0.3,52.4,78300.0
2024,"Electrical and electronic equipment mechanics, installers, and repairers",49-2000,Summary,498.5,504.9,0.3,0.3,6.4,1.3,3.1,45.4,60980.0
2024,"Computer, automated teller, and office machine repairers",49-2011,Line item,79.1,78.4,0.0,0.0,-0.7,-0.9,6.2,7.6,46860.0
2024,Radio and telecommunications equipment installers and repairers,49-2020,Summary,168.6,163.1,0.1,0.1,-5.5,-3.3,1.9,14.3,62710.0
2024,"Radio, cellular, and tower equipment installers and repairers",49-2021,Line item,11.7,12.7,0.0,0.0,1.0,8.6,1.7,1.2,64190.0
2024,"Telecommunications equipment installers and repairers, except line installers",49-2022,Line item,156.9,150.4,0.1,0.1,-6.6,-4.2,1.9,13.2,62630.0
2024,"Miscellaneous electrical and electronic equipment mechanics, installers, and repairers",49-2090,Summary,250.8,263.5,0.1,0.2,12.7,5.1,2.8,23.4,63120.0
2024,Avionics technicians,49-2091,Line item,21.4,23.1,0.0,0.0,1.7,8.2,,1.8,81390.0
2024,"Electric motor, power tool, and related repairers",49-2092,Line item,17.1,17.7,0.0,0.0,0.6,3.4,1.8,1.7,53990.0
2024,"Electrical and electronics installers and repairers, transportation equipment",49-2093,Line item,7.0,7.4,0.0,0.0,0.4,6.1,,0.6,82730.0
2024,"Electrical and electronics repairers, commercial and industrial equipment",49-2094,Line item,61.1,60.7,0.0,0.0,-0.5,-0.8,,4.7,71300.0
2024,"Electrical and electronics repairers, powerhouse, substation, and relay",49-2095,Line item,23.4,24.7,0.0,0.0,1.3,5.5,,2.0,100940.0
2024,"Electronic equipment installers and repairers, motor vehicles",49-2096,Line item,10.3,8.9,0.0,0.0,-1.4,-13.6,,0.6,47940.0
2024,Audiovisual equipment installers and repairers,49-2097,Line item,24.6,26.3,0.0,0.0,1.6,6.6,8.4,2.6,50620.0
2024,Security and fire alarm systems installers,49-2098,Line item,85.9,94.9,0.1,0.1,8.9,10.4,5.5,9.4,59300.0
2024,"Vehicle and mobile equipment mechanics, installers, and repairers",49-3000,Summary,1927.6,2005.5,1.1,1.1,77.9,4.0,9.0,172.9,56220.0
2024,Aircraft mechanics and service technicians,49-3011,Line item,139.4,145.0,0.1,0.1,5.6,4.0,,11.3,78680.0
